Suburb,Type,Rooms,Bathrooms,Parking,Area,Price
Humewood,Warehouse,4,1,0,420,11411931
Zwide,Flat,8,2,6,750,10339186
Walmer,Warehouse,2,4,4,400,14871310
Missionvale,House,4,4,8,200,2919451
Central,Warehouse,5,3,1,890,10238692
Central,Warehouse,7,1,1,370,6279396
Zwide,Flat,8,1,1,810,12643049
Summerstrand,Flat,1,2,0,770,24919
Summerstrand,Officeblock,7,1,1,890,2459573
Missionvale,House,3,4,1,580,14480305
Summerstrand,Warehouse,1,4,0,190,9178267
Central,House,7,3,4,520,9495507
Missionvale,Flat,4,1,6,310,10965063
Central,House,3,1,2,400,12439589
Summerstrand,House,6,1,8,310,5248603
Humewood,Officeblock,6,1,2,770,2428323
Missionvale,House,2,3,8,370,12770676
Central,Officeblock,7,3,4,170,4375304
Zwide,Officeblock,4,0,2,310,8736917
Central,Flat,5,2,0,520,12175854
Walmer,House,5,1,0,310,13781386
Zwide,Warehouse,7,1,12,750,13270557
Central,Warehouse,3,4,12,400,4696024
Humewood,Flat,2,2,6,770,6279396
Missionvale,Officeblock,6,1,4,420,2404738
Walmer,Warehouse,3,3,2,400,1513802
Central,Flat,1,3,0,190,7511028
Summerstrand,Flat,5,3,8,810,1571035
Summerstrand,Flat,7,3,1,170,1538626
Zwide,Officeblock,5,4,6,370,10238838
Missionvale,Flat,1,2,4,190,8258583
Humewood,Warehouse,2,1,4,580,9955348
Summerstrand,Warehouse,3,1,2,370,1096674
Summerstrand,House,5,1,6,200,9958411
Summerstrand,Warehouse,4,1,2,580,1400431
Humewood,Flat,8,4,6,200,12054127
Walmer,Flat,1,2,12,580,2550410
Humewood,Officeblock,4,4,1,790,3302852
Walmer,Flat,2,1,1,750,1323745
Summerstrand,Flat,4,4,0,520,1018769
Walmer,Flat,1,3,1,580,4375304
Walmer,Officeblock,5,4,6,520,10965063
Walmer,Warehouse,3,0,0,170,5683676
Missionvale,Warehouse,6,3,4,370,2297848
Central,Officeblock,3,3,1,310,14984819
Central,Officeblock,7,1,1,370,12439589
Walmer,Officeblock,2,4,8,370,10052758
Central,Officeblock,4,0,0,190,12165340
Walmer,House,1,4,0,190,1405312
Humewood,Flat,6,0,12,750,5442607
Missionvale,Warehouse,2,2,4,790,470149
Central,Officeblock,8,0,4,750,1405312
Central,Flat,1,2,4,770,11875850
Zwide,House,1,1,0,370,287456
Zwide,Warehouse,4,1,8,890,13703449
Walmer,Officeblock,3,1,8,770,12235344
Summerstrand,Flat,6,1,1,810,14877466
Humewood,Flat,3,1,12,310,3876219
Central,Flat,2,2,4,770,9765837
Missionvale,House,2,1,0,370,10221553
Zwide,Flat,1,4,12,310,7297505
Summerstrand,Officeblock,6,1,2,200,2919451
Central,House,7,0,12,190,6983734
Missionvale,Warehouse,7,0,0,790,470149
Walmer,Flat,2,4,1,520,4108109
Summerstrand,Flat,7,2,6,580,1228128
Humewood,Warehouse,1,4,6,890,9832520
Central,House,1,2,6,810,5362349
Central,Warehouse,1,2,4,170,7862916
Humewood,House,7,0,4,400,955730
Zwide,House,2,4,12,200,9626924
Central,House,3,2,8,750,13149660
Summerstrand,Officeblock,3,0,8,190,13781386
Missionvale,Warehouse,5,3,12,150,11468278
Walmer,Officeblock,3,2,6,790,7041471
Humewood,Warehouse,6,2,6,810,13021870
Summerstrand,Officeblock,2,4,4,370,906
Summerstrand,Officeblock,6,1,0,890,1172295
Humewood,Flat,8,0,2,770,7630131
Summerstrand,Flat,7,0,0,170,9262913
Zwide,Officeblock,7,1,8,200,2599534
Zwide,House,5,0,4,520,12643049
Central,House,4,4,2,310,7247447
Walmer,Flat,1,3,6,370,9958411
Humewood,House,2,2,4,770,2790216
Walmer,Warehouse,7,4,8,580,10965063
Central,Flat,3,4,12,200,1744058
Walmer,Flat,5,2,12,750,8736917
Missionvale,House,3,2,8,770,12235344
Missionvale,House,6,2,1,370,8725131
Missionvale,House,6,1,4,310,12083907
Walmer,House,3,2,8,190,1744058
Walmer,Officeblock,3,4,1,200,12461555
Summerstrand,House,3,0,0,200,9895098
Summerstrand,Warehouse,2,3,6,310,14810144
Missionvale,Warehouse,5,2,2,150,13404796
Missionvale,Flat,5,0,2,200,6465192
Central,Flat,6,1,6,310,14466302
Missionvale,Flat,8,2,12,400,3838037
Zwide,Flat,8,2,12,770,14159453
Zwide,Warehouse,7,0,1,170,7297505
Summerstrand,Officeblock,1,2,1,420,12060347
Missionvale,Officeblock,6,4,0,580,1570167
Missionvale,Flat,1,1,6,190,447048
Zwide,Warehouse,5,4,4,810,5362349
Zwide,Flat,6,4,1,150,14032196
Walmer,Warehouse,4,4,6,890,1329579
Humewood,Warehouse,7,4,1,200,12165340
Humewood,House,1,3,8,890,14943123
Summerstrand,Flat,5,1,0,310,11174742
Missionvale,House,7,4,4,420,14466302
Zwide,Flat,6,2,8,520,6465192
Summerstrand,House,5,2,8,310,6807215
Walmer,Officeblock,5,3,1,310,287456
Humewood,Officeblock,3,0,0,150,1570167
Humewood,Officeblock,7,4,6,200,8313872
Central,Officeblock,3,3,12,200,2919451
Central,Officeblock,6,0,2,520,9740461
Summerstrand,Officeblock,7,3,8,150,10723180
Walmer,Officeblock,2,0,0,310,13997172
Missionvale,Warehouse,6,2,4,750,5101883
Zwide,House,1,2,1,750,10238838
Walmer,Flat,6,1,0,170,7144412
Zwide,House,8,0,12,200,5683676
Summerstrand,Warehouse,7,3,6,190,12688335
Summerstrand,Flat,5,3,1,810,3336605
Central,Officeblock,4,1,2,370,1574907
Humewood,Warehouse,5,2,1,580,2963559
Humewood,House,1,0,6,150,14616757
Humewood,Officeblock,3,3,12,420,1405312
Zwide,Officeblock,8,2,1,170,8908108
Humewood,Officeblock,8,0,4,890,264225
Walmer,Warehouse,3,2,1,810,13270557
Missionvale,Warehouse,6,2,4,420,11892977
Central,House,2,0,1,170,7099751
Summerstrand,Warehouse,2,3,8,580,12182706
Summerstrand,Flat,2,0,1,310,2426253
Walmer,Flat,1,0,8,420,808506
Humewood,Warehouse,6,1,0,810,14221469
Missionvale,Flat,3,3,6,580,3720419
Central,Flat,7,1,8,150,11893276
Missionvale,Officeblock,4,0,0,150,9955348
Walmer,Warehouse,2,2,1,170,1384856
Missionvale,Flat,6,1,4,170,2599534
Missionvale,Warehouse,5,4,4,190,4176478
Humewood,House,6,0,4,400,10004857
Zwide,Officeblock,1,3,1,150,5369754
Humewood,House,8,2,1,770,12140193
Missionvale,Flat,1,4,4,810,9895098
Humewood,House,6,1,8,580,906
Humewood,House,3,3,2,400,9765837
Zwide,Officeblock,3,4,8,150,11941003
Zwide,Officeblock,8,4,2,750,12170082
Zwide,House,6,1,12,790,12565096
Summerstrand,Officeblock,3,3,4,310,14513366
Humewood,House,8,3,0,420,12546053
Walmer,House,2,0,1,200,9066286
Humewood,Flat,8,3,1,400,4523922
Central,Warehouse,6,1,8,520,7809779
Zwide,Flat,3,0,6,170,2404738
Missionvale,Flat,6,1,2,770,276220
Missionvale,House,6,1,4,150,11921179
Summerstrand,House,5,4,6,420,808506
Central,House,8,1,8,190,5162411
Summerstrand,House,6,1,1,170,6684740
Central,Flat,4,4,2,420,7271115
Missionvale,Flat,5,3,1,370,9832520
Humewood,Flat,1,1,8,420,12153519
Missionvale,House,4,1,8,200,8081297
Walmer,House,1,4,8,310,5895760
Central,Flat,8,0,1,200,975726
Missionvale,House,5,1,6,420,12250116
Summerstrand,Warehouse,8,4,8,520,10088429
Missionvale,House,1,2,12,200,427669
Summerstrand,Flat,7,3,6,420,1644011
Missionvale,Flat,7,3,12,810,9955348
Humewood,Officeblock,6,4,6,890,3662800
Missionvale,Warehouse,1,4,2,200,5074493
Missionvale,Flat,8,1,0,750,2372920
Humewood,Flat,8,4,12,520,12153519
Walmer,House,6,1,12,520,6881571
Walmer,Officeblock,1,2,12,370,7247447
Missionvale,Flat,2,2,6,770,5369754
Central,Flat,2,3,8,150,14480305
Summerstrand,Officeblock,6,3,1,580,1744058
Humewood,House,3,3,1,370,12175854
Humewood,Warehouse,4,2,4,580,13782609
Humewood,Warehouse,3,3,8,370,3720419
Zwide,House,4,1,0,370,14334532
Zwide,Officeblock,3,3,8,520,1121120
Walmer,House,6,3,8,770,721367
Zwide,House,4,1,2,400,10088429
Missionvale,Flat,2,2,4,790,3160830
Missionvale,Officeblock,8,2,0,370,2493630
Zwide,Flat,6,3,0,190,3336605
Humewood,House,1,3,0,750,13178598
Walmer,Warehouse,4,0,6,770,11965705
Central,Warehouse,7,4,2,370,12060347
Walmer,House,7,4,0,200,8799465
Humewood,Warehouse,6,2,2,400,3720419
Walmer,Flat,7,3,0,750,12984574
Summerstrand,House,5,0,6,420,8021744
Humewood,Officeblock,1,4,2,810,6807215
Summerstrand,Flat,1,2,1,750,7781809
Missionvale,Flat,2,4,1,310,4522580
Zwide,Warehouse,7,2,2,200,385879
Zwide,Officeblock,7,0,1,890,6279396
Central,Warehouse,7,2,1,420,11558246
Missionvale,Flat,1,1,2,520,4597325
Zwide,House,4,2,4,190,1172295
Walmer,Flat,4,3,4,200,9678626
Walmer,Flat,2,1,2,890,9113921
Humewood,House,3,1,1,580,5851500
Missionvale,Warehouse,8,1,8,890,9535470
Humewood,Warehouse,1,1,1,170,12619025
Missionvale,Flat,8,2,6,520,1165679
Central,Warehouse,1,0,0,750,7781809
Central,Officeblock,5,2,2,420,1384856
Central,Officeblock,7,1,0,520,2872496
Humewood,Flat,5,0,8,750,3534567
Summerstrand,Officeblock,3,1,6,400,8736917
Summerstrand,House,1,1,4,400,4108109
Walmer,Flat,4,1,0,520,1228128
Central,Officeblock,4,1,0,580,10257943
Central,Flat,3,2,6,150,10723180
Central,Officeblock,5,2,2,810,5546080
Walmer,Warehouse,5,0,4,580,12405453
Central,Warehouse,5,4,0,200,801494
Summerstrand,Flat,2,3,6,810,4760818
Zwide,House,4,0,2,400,12224966
Central,Flat,6,4,8,200,8400118
Walmer,House,3,1,2,310,5362349
Walmer,Warehouse,3,3,12,370,10723180
Walmer,Warehouse,3,3,8,810,3754287
Zwide,Flat,5,4,6,150,5052010
Walmer,House,4,2,1,150,4522580
Humewood,Flat,2,3,4,370,5362349
Summerstrand,Flat,4,2,0,790,7247447
Missionvale,House,4,0,8,420,12235344
Central,Officeblock,8,4,0,810,11921179
Central,House,7,0,8,170,12439589
Missionvale,Flat,4,2,0,790,11913825
Missionvale,Warehouse,8,1,6,170,3131253
Humewood,Officeblock,1,1,1,370,7617779
Missionvale,House,1,1,1,580,8908108
Missionvale,Officeblock,3,4,0,200,9322790
Central,Flat,5,0,6,790,13727629
Walmer,Flat,3,1,6,200,2919451
Zwide,Officeblock,2,2,6,890,4522580
Humewood,Warehouse,4,2,0,810,521786
Zwide,Officeblock,3,0,12,890,5248603
Zwide,Warehouse,1,1,12,400,1676970
Walmer,House,8,2,4,790,1329579
Missionvale,Officeblock,8,0,2,190,12405453
Zwide,Flat,1,0,0,200,9141967
Central,Warehouse,6,2,2,810,12758034
Zwide,Officeblock,2,0,1,890,13439632
Central,Warehouse,4,0,1,890,8725131
Missionvale,House,3,4,4,810,7781809
Zwide,Warehouse,8,2,8,890,7247447
Zwide,House,1,4,1,810,8675906
Missionvale,Flat,1,0,1,200,11892977
Walmer,Warehouse,2,4,8,750,7247447
Zwide,Warehouse,8,2,0,400,14466302
Central,Warehouse,4,1,1,170,7964802
Summerstrand,Officeblock,1,0,2,750,2872496
Zwide,House,8,4,8,580,1644011
Humewood,House,6,4,8,370,2449077
Missionvale,Warehouse,4,1,8,400,1934400
Summerstrand,Flat,7,0,4,790,11627150
Central,Flat,7,2,2,420,7271115
Walmer,Flat,4,0,12,400,9210932
Humewood,Warehouse,4,4,1,400,6470426
Humewood,Warehouse,3,2,1,810,447048
Central,Flat,8,3,2,810,9209028
Humewood,Flat,3,0,4,200,9740461
Central,House,6,1,8,190,14773321
Zwide,Flat,4,4,0,420,6324226
Missionvale,House,1,1,8,150,1676970
Zwide,Warehouse,5,1,2,190,13645704
Central,Flat,3,4,8,520,10170801
Central,Warehouse,6,2,12,200,11526721
Central,Officeblock,8,0,4,190,1574907
Humewood,House,2,2,0,190,8908108
Walmer,Flat,4,3,0,790,9958411
Humewood,House,3,3,6,520,1368954
Summerstrand,Officeblock,2,0,2,790,1228128
Missionvale,House,3,0,6,520,276220
Central,Flat,2,3,1,770,6684740
Summerstrand,Warehouse,8,1,8,750,2123867
Humewood,Warehouse,5,2,12,310,14453432
Walmer,Flat,7,3,0,890,7809779
Humewood,House,7,1,0,750,5354925
Central,Warehouse,3,3,0,400,6465192
Central,Warehouse,5,0,2,750,4972749
Central,House,1,4,2,810,651367
Missionvale,House,5,0,6,370,10221553
Missionvale,Flat,2,4,6,750,4972749
Humewood,Flat,7,0,12,400,12461555
Walmer,House,7,3,12,580,876463
Humewood,Flat,2,0,0,790,14467678
Central,Flat,8,0,4,190,7862916
Summerstrand,House,3,2,0,150,3198514
Zwide,Warehouse,2,1,0,790,10424300
Humewood,Warehouse,5,1,4,370,385879
Humewood,Officeblock,2,2,4,200,6901260
Missionvale,Flat,6,3,12,170,10365230
Zwide,Warehouse,2,0,4,170,1165679
Central,Warehouse,8,0,6,770,6901260
Missionvale,House,6,0,4,890,4963004
Walmer,Warehouse,3,2,12,370,11921179
Summerstrand,Warehouse,2,0,0,790,5580729
Walmer,Flat,4,0,4,400,10332102
Humewood,House,2,2,8,310,8474743
Walmer,Officeblock,6,0,2,190,7862916
Zwide,Warehouse,1,1,0,520,10683028
Central,House,5,1,1,890,8736917
Humewood,Flat,5,1,8,370,4597325
Walmer,Flat,8,0,4,520,1752850
Central,Flat,7,3,4,520,5873308
Walmer,Officeblock,3,4,8,370,5386074
Zwide,House,3,2,8,400,6831851
Missionvale,House,6,2,2,770,5721363
Central,Warehouse,8,3,8,790,823832
Walmer,Flat,5,2,1,580,6217210
Central,Officeblock,7,2,1,770,13703449
Missionvale,Flat,6,3,0,420,12235344
Humewood,Officeblock,1,4,0,790,5867639
Walmer,Warehouse,6,3,0,150,6205169
Central,Flat,6,3,12,420,11174742
Summerstrand,House,3,0,8,190,8736917
Walmer,Flat,1,3,12,370,4523922
Zwide,House,2,2,4,750,5494835
Summerstrand,Flat,2,4,8,770,10221553
Zwide,Flat,6,2,0,400,5362349
Walmer,House,5,3,8,520,7617779
Central,Warehouse,4,0,12,890,2807403
Missionvale,Flat,5,3,6,400,14761420
Central,Warehouse,4,0,8,580,4056636
Central,Flat,6,3,0,750,409303
Central,House,4,2,1,170,4963004
Humewood,House,1,1,0,890,1890935
Central,Flat,4,2,1,520,11705020
Central,Warehouse,5,0,8,420,14221469
Zwide,Flat,1,4,1,580,6983734
Zwide,House,8,1,12,520,4540369
Humewood,House,5,0,6,400,2426253
Central,Officeblock,7,4,1,580,6324226
Humewood,Flat,3,1,8,420,1744058
Zwide,Flat,3,4,1,890,13178598
Missionvale,Warehouse,7,2,1,370,5036322
Humewood,House,5,2,6,750,12461555
Summerstrand,Flat,6,0,8,580,10753340
Missionvale,Warehouse,7,3,0,150,876463
Humewood,House,4,2,12,890,1571035
Zwide,Flat,2,0,12,400,409303
Zwide,House,6,3,8,790,3459695
Humewood,Officeblock,3,0,6,150,12789826
Humewood,House,5,1,1,420,1465688
Central,Flat,4,1,0,810,7827524
Missionvale,Warehouse,4,4,8,790,8081297
Humewood,Flat,8,4,12,520,4437316
Humewood,Officeblock,4,1,0,790,13818730
Summerstrand,Officeblock,4,0,4,310,9626924
Summerstrand,Warehouse,2,3,12,750,7964802
Summerstrand,Officeblock,3,3,2,810,12834381
Humewood,House,6,2,6,790,955730
Humewood,Warehouse,1,4,2,190,287456
Missionvale,Warehouse,2,3,12,370,6377984
Zwide,Flat,1,3,4,310,3534567
Walmer,Flat,5,2,4,770,4002059
Zwide,House,2,1,12,310,2872496
Central,House,1,0,1,310,5375351
Summerstrand,Flat,7,4,12,520,6654895
Walmer,Officeblock,7,3,4,890,6324226
Humewood,Warehouse,6,2,4,150,13483862
Humewood,Warehouse,8,2,6,190,8081297
Summerstrand,Warehouse,3,1,1,750,14032196
Summerstrand,Warehouse,4,0,6,370,1096674
Humewood,Officeblock,8,1,12,400,2100590
Zwide,Officeblock,2,3,2,420,6945572
Zwide,House,7,4,8,400,6093746
Missionvale,Flat,5,0,12,400,5873308
Humewood,Flat,5,0,0,420,12648688
Summerstrand,Officeblock,7,1,8,400,5052010
Central,Warehouse,2,4,8,770,5354925
Missionvale,Warehouse,2,1,12,170,2297848
Walmer,House,4,3,1,150,83095
Walmer,Flat,1,2,6,790,340045
Central,House,2,0,8,400,8087896
Summerstrand,House,2,4,2,170,10915666
Central,Flat,8,3,6,770,12165340
Humewood,Officeblock,2,3,6,170,2734677
Summerstrand,Flat,2,3,8,200,4522580
Zwide,House,7,0,4,190,264225
Zwide,House,6,4,0,370,9147088
Humewood,House,8,3,6,400,8572541
Zwide,Warehouse,4,2,0,150,1744058
Walmer,Flat,8,3,12,370,11767288
Missionvale,Warehouse,6,2,2,200,13810525
Walmer,Officeblock,4,1,6,770,1513802
Central,Officeblock,1,0,6,750,4781296
Zwide,Flat,5,1,4,770,1939471
Zwide,Warehouse,5,3,0,170,1457995
Central,Warehouse,6,1,1,400,1939471
Summerstrand,House,5,0,12,810,823832
Summerstrand,Flat,4,0,0,150,12688335
Walmer,Warehouse,5,2,4,810,1465688
Zwide,Flat,1,0,4,200,14714182
Walmer,House,5,0,1,190,4375304
Walmer,Flat,8,3,12,370,9182002
Summerstrand,Warehouse,1,2,8,370,83095
Central,Flat,2,0,1,580,6279396
Missionvale,House,5,2,0,400,13703449
Zwide,Flat,1,0,0,190,3131253
Missionvale,House,8,1,4,580,664475
Summerstrand,Officeblock,1,1,0,580,11227548
Summerstrand,Officeblock,5,0,4,150,5583257
Central,Flat,4,2,1,750,4375304
Missionvale,Officeblock,1,1,6,890,12636521
Central,Officeblock,6,0,2,750,6983734
Zwide,Flat,7,1,1,420,14292704
Walmer,Officeblock,7,0,2,750,14877466
Summerstrand,Officeblock,5,4,0,400,11227548
Humewood,House,8,0,1,310,6955176
Missionvale,Warehouse,8,1,6,200,651367
Humewood,Warehouse,1,4,12,310,5101883
Humewood,House,8,3,6,810,13703449
Central,House,6,1,0,890,6831851
Humewood,Flat,4,0,4,810,651367
Walmer,Flat,3,0,6,890,1513802
Zwide,House,8,2,6,580,8908108
Central,Flat,5,3,1,200,1172295
Zwide,Warehouse,1,1,12,310,7041471
Missionvale,Warehouse,8,2,4,810,12170082
Summerstrand,House,5,4,1,810,3362446
Summerstrand,Flat,3,0,0,310,7964802
Central,House,1,2,6,400,9817109
Humewood,Flat,3,4,8,150,11875850
Central,Flat,8,0,0,770,10915666
Central,Officeblock,8,3,6,580,2372920
Central,House,8,0,12,790,12643049
Humewood,House,6,2,2,790,2404738
Central,Officeblock,5,0,2,170,1644011
Central,Warehouse,8,2,12,790,1323745
Summerstrand,Officeblock,6,3,4,400,5721363
Central,Officeblock,6,4,8,400,12083907
Zwide,House,3,2,8,420,13703449
Walmer,Warehouse,3,3,6,420,13575148
Humewood,House,7,3,8,420,14292704
Missionvale,Officeblock,5,4,2,310,2100590
Central,Flat,8,1,4,520,9066286
Humewood,Officeblock,2,4,4,580,8313872
Central,Warehouse,5,4,0,580,10257943
Zwide,Officeblock,8,1,2,790,5873308
Walmer,House,2,0,8,520,13439632
Humewood,Flat,3,3,6,750,2459573
Summerstrand,Officeblock,2,2,12,200,8725131
Central,Flat,1,3,1,200,1513802
Missionvale,Flat,3,1,6,310,7041471
Missionvale,Flat,3,0,0,400,11468278
Central,Officeblock,5,2,6,310,5583257
Walmer,Flat,5,3,8,150,2790216
Missionvale,House,2,4,2,790,808506
Summerstrand,Warehouse,3,3,2,400,12208778
Walmer,Warehouse,7,2,8,310,10221553
Missionvale,House,4,0,1,420,2807403
Humewood,Flat,7,3,4,520,890613
Missionvale,Officeblock,6,2,1,170,1848307
Summerstrand,House,2,1,8,420,1848307
Missionvale,Warehouse,1,1,12,750,5074493
Missionvale,Warehouse,5,1,0,190,8544359
Central,Officeblock,4,3,0,770,823832
Summerstrand,Officeblock,3,0,1,890,10719274
Zwide,House,6,1,12,790,5998301
Missionvale,Warehouse,4,0,4,370,12235344
Central,Flat,1,4,8,370,3459695
Walmer,Flat,2,3,0,170,12060347
Humewood,House,4,1,8,810,5895760
Zwide,Flat,4,3,6,400,5162411
Central,Officeblock,4,1,8,770,13575148
Summerstrand,Flat,3,3,6,750,11893276
Humewood,Flat,4,4,1,810,9262913
Summerstrand,House,5,1,0,190,2493779
Walmer,Officeblock,5,2,1,310,3838037
Zwide,Officeblock,3,1,6,520,4522580
Central,Flat,5,3,0,310,6377984
Summerstrand,House,3,1,1,770,9895098
Summerstrand,Officeblock,8,2,0,170,2599534
Zwide,Flat,3,4,1,420,7041471
Central,Warehouse,7,4,4,810,12697108
Walmer,House,3,1,1,310,11918919
Zwide,House,7,4,12,810,9465797
Walmer,House,6,4,4,580,2734677
Central,Officeblock,3,0,6,420,7363977
Walmer,Officeblock,2,2,2,810,3362446
Central,Warehouse,1,2,8,890,4317592
Humewood,Warehouse,6,0,12,400,1934400
Zwide,Officeblock,2,4,6,810,6205169
Walmer,Warehouse,5,0,0,200,9182002
Summerstrand,Flat,4,4,0,790,10221553
Central,Warehouse,7,0,6,310,13816270
Missionvale,House,4,2,0,200,12619025
Humewood,Flat,6,1,2,790,1977956
Central,Warehouse,7,4,1,150,1848307
Walmer,Flat,8,3,12,400,7144412
Walmer,Warehouse,4,1,4,770,6093746
Walmer,House,1,3,0,310,12240246
Summerstrand,House,5,3,8,200,13285002
Humewood,Warehouse,8,3,0,520,4762430
Walmer,Warehouse,6,0,1,170,7974846
Summerstrand,Flat,5,4,1,190,9721930
Humewood,Flat,3,0,0,150,4176478
Central,Flat,5,0,8,190,8331437
Summerstrand,Officeblock,8,4,8,170,8799465
Summerstrand,Flat,6,1,6,520,12060347
Summerstrand,Flat,7,3,8,770,12258589
Central,Officeblock,2,3,8,890,9958411
Humewood,Warehouse,8,2,12,770,14871310
Central,Officeblock,7,2,12,190,10451628
Zwide,Warehouse,5,0,6,200,9322790
Zwide,Officeblock,7,0,8,520,11682880
Zwide,Officeblock,5,1,1,170,13793803
Summerstrand,House,5,3,2,770,9262913
Missionvale,Warehouse,6,3,1,310,1570167
Summerstrand,Officeblock,3,1,2,400,5354925
Summerstrand,Warehouse,2,1,0,190,5695447
Central,Warehouse,6,4,1,310,6217210
Summerstrand,House,1,3,6,580,10365230
Humewood,Officeblock,6,0,4,170,1594447
Missionvale,Flat,2,3,6,190,14221469
Summerstrand,House,5,3,0,890,7809779
Central,Officeblock,1,0,8,890,13997172
Humewood,Flat,8,0,6,170,1574907
Missionvale,House,2,3,12,150,2550410
Zwide,Warehouse,5,2,4,370,11538764
Central,House,3,2,0,580,8331437
Central,Flat,4,4,12,790,3198514
Summerstrand,House,2,0,12,790,14221469
Zwide,Flat,3,2,1,150,10004857
Walmer,Flat,8,1,12,150,13997172
Central,Flat,8,3,12,190,3534567
Central,Officeblock,8,0,6,190,2238664
Walmer,Warehouse,7,1,4,890,13439632
Missionvale,Flat,3,0,2,310,12882681
Missionvale,Warehouse,3,0,2,310,1977956
Walmer,House,1,0,1,580,6768476
Summerstrand,House,5,4,8,370,4108109
Summerstrand,House,6,1,8,580,340045
Walmer,House,6,1,6,420,8934977
Walmer,Warehouse,8,1,8,150,13727629
Humewood,Warehouse,5,3,8,190,8195204
Summerstrand,Officeblock,2,4,2,370,12636521
Missionvale,Flat,7,0,6,400,6061974
Missionvale,House,8,2,6,580,8835388
Walmer,Flat,8,2,4,170,1939471
Walmer,House,6,3,2,150,1405312
Central,Officeblock,5,4,8,370,12208778
Walmer,Warehouse,1,3,1,400,3323037
Missionvale,Warehouse,7,2,2,750,12153519
Summerstrand,Warehouse,3,3,4,150,13021870
Walmer,House,3,1,8,520,1400431
Humewood,Flat,4,3,12,890,2493779
Missionvale,House,3,0,12,520,2807403
Central,Officeblock,2,1,4,770,7827524
Walmer,Warehouse,7,3,1,310,823832
Summerstrand,House,1,1,6,310,1711897
Walmer,Flat,7,3,2,890,8021744
Central,Warehouse,4,2,0,580,12834381
Zwide,Officeblock,8,0,6,150,13782609
Humewood,Warehouse,6,2,1,310,14453432
Walmer,House,3,2,6,420,8908108
Summerstrand,Officeblock,6,3,1,170,4152350
Central,House,6,3,0,750,218667
Walmer,Warehouse,2,1,2,520,5369754
Zwide,Officeblock,1,0,2,150,8572541
Zwide,Warehouse,3,1,1,790,13810525
Central,House,5,0,1,190,13404796
Humewood,Flat,1,3,1,770,6093746
Summerstrand,Officeblock,5,0,1,400,1457995
Humewood,House,4,0,0,520,11875850
Central,Warehouse,6,3,8,170,6955176
Zwide,Officeblock,1,1,1,370,5873308
Summerstrand,Warehouse,7,3,4,370,10004857
Missionvale,House,6,1,12,770,6223851
Central,Officeblock,5,0,12,520,13439632
Central,Officeblock,3,4,12,790,955730
Central,Flat,4,2,0,150,6768476
Summerstrand,Officeblock,2,4,6,520,13782609
Central,Officeblock,6,4,0,770,3876219
Central,Officeblock,8,1,6,200,1314500
Zwide,Flat,8,3,0,580,1644011
Walmer,Flat,7,0,12,200,13339513
Central,Officeblock,2,4,12,190,10718657
Missionvale,Warehouse,4,3,2,200,9901375
Zwide,Officeblock,6,3,6,200,8081297
Walmer,House,8,0,2,310,10052758
Central,Flat,1,1,1,200,3534567
Summerstrand,Officeblock,2,1,1,810,1165882
Walmer,Warehouse,7,4,1,370,9209028
Humewood,Warehouse,6,0,2,310,664475
Humewood,Officeblock,7,3,1,770,264225
Central,House,8,0,1,420,3186669
Walmer,Officeblock,6,0,1,310,9721930
Missionvale,Officeblock,2,1,2,580,1571035
Missionvale,House,2,1,4,400,11965705
Zwide,Warehouse,2,0,8,170,7580424
Zwide,Warehouse,8,2,8,520,4523922
Walmer,Officeblock,1,0,8,750,24919
Walmer,Flat,2,3,12,770,2493779
Humewood,Officeblock,5,4,12,810,2963559
Missionvale,Warehouse,7,4,2,520,955730
Central,House,4,4,6,770,8021744
Walmer,House,3,4,12,170,13793803
Missionvale,House,3,0,12,770,11682880
Missionvale,House,3,1,1,170,13237728
Summerstrand,Flat,8,3,6,770,14761420
Summerstrand,House,2,2,6,750,11875850
Walmer,House,3,3,4,580,12153519
Summerstrand,Warehouse,5,3,4,790,3131253
Central,Warehouse,1,2,4,190,12182706
Summerstrand,Warehouse,5,3,6,810,11941003
Humewood,Flat,3,1,8,810,1117163
Humewood,Warehouse,4,4,2,520,5851500
Humewood,Flat,5,3,8,400,5431442
Humewood,Officeblock,3,2,4,750,12140193
Humewood,House,7,2,12,580,5281168
Humewood,House,3,3,2,200,5494835
Central,House,1,1,6,170,664475
Summerstrand,Flat,6,1,1,750,4317592
Zwide,Warehouse,6,3,0,420,1368954
Summerstrand,Flat,2,3,8,190,14877466
Humewood,Officeblock,1,2,4,580,13339513
Walmer,Officeblock,3,3,12,370,9535470
Humewood,Warehouse,5,0,1,770,14159453
Zwide,House,2,3,12,420,10170801
Missionvale,Officeblock,5,4,12,810,6881571
Zwide,Flat,1,3,8,150,8725131
Summerstrand,Flat,1,2,6,150,13321366
Central,Flat,4,3,12,420,10511646
Summerstrand,Warehouse,4,1,2,170,4766507
Walmer,Officeblock,4,4,8,890,9210932
Central,Warehouse,6,2,4,150,8736917
Humewood,Officeblock,4,4,12,770,14877466
Zwide,Warehouse,3,1,12,770,5248603
Central,Flat,1,3,8,400,6831851
Humewood,House,3,1,1,580,14773321
Summerstrand,House,2,1,0,420,521786
Humewood,Warehouse,8,0,8,150,12660007
Central,Officeblock,8,1,6,370,14943123
Walmer,Officeblock,8,2,6,400,13214868
Walmer,House,3,0,2,790,10965063
Missionvale,House,2,0,0,520,7630131
